seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lng,lat
,,"Dayton, OH",,2001300,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Greensboro, NC",,2001301,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Memphis, TN",,2001302,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"San Diego, CA",,2001303,,,,,,,"San Diego, CA",-117.1627714,32.7174209
,,"Winston-Salem, NC",,2000304,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Cleveland, OH",,2000305,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Birmingham, AL",,2000306,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Tucson, AZ",,2000307,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Buffalo, NY",,2000308,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Minneapolis, MN",,2000309,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Nashville, TN",,2000310,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Tucson, AZ",,2000311,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Buffalo, NY",,2000312,,,,,,,"Buffalo, NY",-78.8783922,42.8867166
,,"Minneapolis, MN",,2000313,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Nashville, TN",,2000314,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Tucson, AZ",,2000315,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Winston-Salem, NC",,2000316,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Cleveland, OH",,2000317,,,,,,,"Cleveland, OH",-81.6934446,41.5051613
,,"Birmingham, AL",,2000318,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Salt Lake City, UT",,2000319,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Charlotte, NC",,1999320,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Milwaukee, WI",,1999321,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Indianapolis, IN",,1999322,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Denver, CO",,1999323,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Boston, MA",,1999324,,,,,,,"Boston, MA",-71.0582912,42.3602534
,,"New Orleans, LA",,1999325,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Orlando, FL",,1999326,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Seattle, WA",,1999327,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Boston, MA",,1999328,,,,,,,"Boston, MA",-71.0582912,42.3602534
,,"New Orleans, LA",,1999329,,,,,,,"New Orleans, LA",-90.0701156,29.9499323
,,"Orlando, FL",,1999330,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Seattle, WA",,1999331,,,,,,,"Seattle, WA",-122.3300624,47.6038321
,,"Charlotte, NC",,1999332,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Milwaukee, WI",,1999333,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Indianapolis, IN",,1999334,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Denver, CO",,1999335,,,,,,,"Denver, CO",-104.9848623,39.7392364
,,"Hartford, CT",,1998336,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Oklahoma City, OK",,1998337,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Lexington, KY",,1998338,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Sacramento, CA",,1998339,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Washington, DC",,1998340,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Chicago, IL",,1998341,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Atlanta, GA",,1998342,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Boise, ID",,1998343,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Washington, DC",,1998344,,,,,,,"Washington, DC",-77.0365529,38.8948932
,,"Chicago, IL",,1998345,,,,,,,"Chicago, IL",-87.6244212,41.8755616
,,"Atlanta, GA",,1998346,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Boise, ID",,1998347,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Hartford, CT",,1998348,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Oklahoma City, OK",,1998349,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Lexington, KY",,1998350,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Sacramento, CA",,1998351,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Winston-Salem, NC",,1997352,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Kansas City, MO",,1997353,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Memphis, TN",,1997354,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"Salt Lake City, UT",,1997355,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Pittsburgh, PA",,1997356,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Auburn Hills, MI",,1997357,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"Charlotte, NC",,1997358,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Tucson, AZ",,1997359,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Pittsburgh, PA",,1997360,,,,,,,"Pittsburgh, PA",-79.9900861,40.4416941
,,"Auburn Hills, MI",,1997361,,,,,,,"Auburn Hills, MI",-83.2341028,42.6875323
,,"Charlotte, NC",,1997362,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Tucson, AZ",,1997363,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Winston-Salem, NC",,1997364,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Kansas City, MO",,1997365,,,,,,,"Kansas City, MO",-94.5781416,39.100105
,,"Memphis, TN",,1997366,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"Salt Lake City, UT",,1997367,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Providence, RI",,1996368,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Dallas, TX",,1996369,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Indianapolis, IN",,1996370,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Albuquerque, NM",,1996371,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Richmond, VA",,1996372,,,,,,,"Richmond, VA",-77.43428,37.5385087
,,"Milwaukee, WI",,1996373,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Orlando, FL",,1996374,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Tempe, AZ",,1996375,,,,,,,"Tempe, AZ",-111.9400125,33.4255056
,,"Richmond, VA",,1996376,,,,,,,"Richmond, VA",-77.43428,37.5385087
,,"Milwaukee, WI",,1996377,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Orlando, FL",,1996378,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Tempe, AZ",,1996379,,,,,,,"Tempe, AZ",-111.9400125,33.4255056
,,"Providence, RI",,1996380,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Dallas, TX",,1996381,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Indianapolis, IN",,1996382,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Albuquerque, NM",,1996383,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Baltimore, MD",,1995384,,,,,,,"Baltimore, MD",-76.610759,39.2908816
,,"Dayton, OH",,1995385,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Memphis, TN",,1995386,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"Boise, ID",,1995387,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Albany, NY",,1995388,,,,,,,"Albany, NY",-73.754968,42.6511674
,,"Austin, TX",,1995389,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"Tallahassee, FL",,1995390,,,,,,,"Tallahassee, FL",-84.2809332,30.4380832
,,"Salt Lake City, UT",,1995391,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Albany, NY",,1995392,,,,,,,"Albany, NY",-73.754968,42.6511674
,,"Austin, TX",,1995393,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"Tallahassee, FL",,1995394,,,,,,,"Tallahassee, FL",-84.2809332,30.4380832
,,"Salt Lake City, UT",,1995395,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Baltimore, MD",,1995396,,,,,,,"Baltimore, MD",-76.610759,39.2908816
,,"Dayton, OH",,1995397,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Memphis, TN",,1995398,,,,,,,"Memphis, TN",-90.0516285,35.1490215
,,"Boise, ID",,1995399,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Landover, MD",,1994400,,,,,,,"Landover, MD",-76.8966397,38.9340002
,,"Oklahoma City, OK",,1994401,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Lexington, KY",,1994402,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Ogden, UT",,1994403,,,,,,,"Ogden, UT",-111.9738429,41.2230048
,,"Uniondale, NY",,1994404,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115
,,"Park City, KS",,1994405,,,,,,,"Park City, KS",-97.3183763,37.8000123
,,"St. Petersburg, FL",,1994406,,,,,,,"St. Petersburg, FL",-82.6695085,27.7703796
,,"Sacramento, CA",,1994407,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Uniondale, NY",,1994408,,,,,,,"Uniondale, NY",-73.5895167364443,40.7031115
,,"Park City, KS",,1994409,,,,,,,"Park City, KS",-97.3183763,37.8000123
,,"St. Petersburg, FL",,1994410,,,,,,,"St. Petersburg, FL",-82.6695085,27.7703796
,,"Sacramento, CA",,1994411,,,,,,,"Sacramento, CA",-121.4943996,38.5815719
,,"Landover, MD",,1994412,,,,,,,"Landover, MD",-76.8966397,38.9340002
,,"Oklahoma City, OK",,1994413,,,,,,,"Oklahoma City, OK",-97.5170536,35.4729886
,,"Lexington, KY",,1994414,,,,,,,"Lexington, KY",-84.4970393,38.0464066
,,"Ogden, UT",,1994415,,,,,,,"Ogden, UT",-111.9738429,41.2230048
,,"Winston-Salem, NC",,1993416,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Indianapolis, IN",,1993417,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Nashville, TN",,1993418,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Tucson, AZ",,1993419,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Syracuse, NY",,1993420,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Rosemont, IL",,1993421,,,,,,,"Rosemont, IL",-87.8756737,41.9941334
,,"Orlando, FL",,1993422,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Salt Lake City, UT",,1993423,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Syracuse, NY",,1993424,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Rosemont, IL",,1993425,,,,,,,"Rosemont, IL",-87.8756737,41.9941334
,,"Orlando, FL",,1993426,,,,,,,"Orlando, FL",-81.3790304,28.5421109
,,"Salt Lake City, UT",,1993427,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Winston-Salem, NC",,1993428,,,,,,,"Winston-Salem, NC",-80.2440518,36.0998131
,,"Indianapolis, IN",,1993429,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Nashville, TN",,1993430,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Tucson, AZ",,1993431,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Greensboro, NC",,1992432,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dayton, OH",,1992433,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Cincinnati, OH",,1992434,,,,,,,"Cincinnati, OH",-84.5124602,39.1014537
,,"Tempe, AZ",,1992435,,,,,,,"Tempe, AZ",-111.9400125,33.4255056
,,"Worcester, MA",,1992436,,,,,,,"Worcester, MA",-71.8022934,42.2625932
,,"Milwaukee, WI",,1992437,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Atlanta, GA",,1992438,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Boise, ID",,1992439,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Worcester, MA",,1992440,,,,,,,"Worcester, MA",-71.8022934,42.2625932
,,"Milwaukee, WI",,1992441,,,,,,,"Milwaukee, WI",-87.922497,43.0349931
,,"Atlanta, GA",,1992442,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Boise, ID",,1992443,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Greensboro, NC",,1992444,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dayton, OH",,1992445,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Cincinnati, OH",,1992446,,,,,,,"Cincinnati, OH",-84.5124602,39.1014537
,,"Tempe, AZ",,1992447,,,,,,,"Tempe, AZ",-111.9400125,33.4255056
,,"Syracuse, NY",,1991448,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Dayton, OH",,1991449,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Atlanta, GA",,1991450,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Tucson, AZ",,1991451,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"College Park, MD",,1991452,,,,,,,"College Park, MD",-76.9369189,38.980666
,,"Minneapolis, MN",,1991453,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Louisville, KY",,1991454,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Salt Lake City, UT",,1991455,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"College Park, MD",,1991456,,,,,,,"College Park, MD",-76.9369189,38.980666
,,"Minneapolis, MN",,1991457,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Louisville, KY",,1991458,,,,,,,"Louisville, KY",-85.759407,38.2542376
,,"Salt Lake City, UT",,1991459,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Syracuse, NY",,1991460,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Dayton, OH",,1991461,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Atlanta, GA",,1991462,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Tucson, AZ",,1991463,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Hartford, CT",,1990464,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Austin, TX",,1990465,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"Knoxville, TN",,1990466,,,,,,,"Knoxville, TN",-83.9210261,35.9603948
,,"Salt Lake City, UT",,1990467,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Atlanta, GA",,1990468,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Indianapolis, IN",,1990469,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Richmond, VA",,1990470,,,,,,,"Richmond, VA",-77.43428,37.5385087
,,"Long Beach, California",,1990471,,,,,,,"Long Beach, California",-118.1916048,33.7690164
,,"Atlanta, GA",,1990472,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Indianapolis, IN",,1990473,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Richmond, VA",,1990474,,,,,,,"Richmond, VA",-77.43428,37.5385087
,,"Long Beach, California",,1990475,,,,,,,"Long Beach, California",-118.1916048,33.7690164
,,"Hartford, CT",,1990476,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Austin, TX",,1990477,,,,,,,"Austin, TX",-97.7436995,30.2711286
,,"Knoxville, TN",,1990478,,,,,,,"Knoxville, TN",-83.9210261,35.9603948
,,"Salt Lake City, UT",,1990479,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Providence, RI",,1989480,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Indianapolis, IN",,1989481,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Nashville, TN",,1989482,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Boise, ID",,1989483,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Greensboro, NC",,1989484,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dallas, TX",,1989485,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Atlanta, GA",,1989486,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Tucson, AZ",,1989487,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Greensboro, NC",,1989488,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dallas, TX",,1989489,,,,,,,"Dallas, TX",-96.7968559,32.7762719
,,"Atlanta, GA",,1989490,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Tucson, AZ",,1989491,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Providence, RI",,1989492,,,,,,,"Providence, RI",-71.4128343,41.8239891
,,"Indianapolis, IN",,1989493,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Nashville, TN",,1989494,,,,,,,"Nashville, TN",-86.7743531,36.1622296
,,"Boise, ID",,1989495,,,,,,,"Boise, ID",-116.200886,43.6166163
,,"Hartford, CT",,1988496,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"South Bend, IN",,1988497,,,,,,,"South Bend, IN",-86.2500066,41.6833813
,,"Atlanta, GA",,1988498,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Los Angeles, CA",,1988499,,,,,,,"Los Angeles, CA",-118.2427666,34.0536909
,,"Chapel Hill, NC",,1988500,,,,,,,"Chapel Hill, NC",-79.05578,35.9131542
,,"Lincoln, NE",,1988501,,,,,,,"Lincoln, NE",-96.7077751,40.8088861
,,"Cincinnati, OH",,1988502,,,,,,,"Cincinnati, OH",-84.5124602,39.1014537
,,"Salt Lake City, UT",,1988503,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Chapel Hill, NC",,1988504,,,,,,,"Chapel Hill, NC",-79.05578,35.9131542
,,"Lincoln, NE",,1988505,,,,,,,"Lincoln, NE",-96.7077751,40.8088861
,,"Cincinnati, OH",,1988506,,,,,,,"Cincinnati, OH",-84.5124602,39.1014537
,,"Salt Lake City, UT",,1988507,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Hartford, CT",,1988508,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"South Bend, IN",,1988509,,,,,,,"South Bend, IN",-86.2500066,41.6833813
,,"Atlanta, GA",,1988510,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Los Angeles, CA",,1988511,,,,,,,"Los Angeles, CA",-118.2427666,34.0536909
,,"Charlotte, NC",,1987512,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Indianapolis, IN",,1987513,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Atlanta, GA",,1987514,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Salt Lake City, UT",,1987515,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Syracuse, NY",,1987516,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Rosemont, IL",,1987517,,,,,,,"Rosemont, IL",-87.8756737,41.9941334
,,"Birmingham, AL",,1987518,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Tucson, AZ",,1987519,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Syracuse, NY",,1987520,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Rosemont, IL",,1987521,,,,,,,"Rosemont, IL",-87.8756737,41.9941334
,,"Birmingham, AL",,1987522,,,,,,,"Birmingham, AL",-86.8024326,33.5206824
,,"Tucson, AZ",,1987523,,,,,,,"Tucson, AZ",-110.9748477,32.2228765
,,"Charlotte, NC",,1987524,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Indianapolis, IN",,1987525,,,,,,,"Indianapolis, IN",-86.1583502,39.7683331
,,"Atlanta, GA",,1987526,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Salt Lake City, UT",,1987527,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Greensboro, NC",,1986528,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dayton, OH",,1986529,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Charlotte, NC",,1986530,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Long Beach, California",,1986531,,,,,,,"Long Beach, California",-118.1916048,33.7690164
,,"Syracuse, NY",,1986532,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Minneapolis, MN",,1986533,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Baton Rouge, LA",,1986534,,,,,,,"Baton Rouge, LA",-91.18738,30.4459596
,,"Ogden, UT",,1986535,,,,,,,"Ogden, UT",-111.9738429,41.2230048
,,"Syracuse, NY",,1986536,,,,,,,"Syracuse, NY",-76.1474244,43.0481221
,,"Minneapolis, MN",,1986537,,,,,,,"Minneapolis, MN",-93.2654692,44.9772995
,,"Baton Rouge, LA",,1986538,,,,,,,"Baton Rouge, LA",-91.18738,30.4459596
,,"Ogden, UT",,1986539,,,,,,,"Ogden, UT",-111.9738429,41.2230048
,,"Greensboro, NC",,1986540,,,,,,,"Greensboro, NC",-79.7919754,36.0726355
,,"Dayton, OH",,1986541,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Charlotte, NC",,1986542,,,,,,,"Charlotte, NC",-80.8431268,35.2270869
,,"Long Beach, California",,1986543,,,,,,,"Long Beach, California",-118.1916048,33.7690164
,,"Hartford, CT",,1985544,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Tulsa, OK",,1985545,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Dayton, OH",,1985546,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Salt Lake City, UT",,1985547,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
,,"Atlanta, GA",,1985548,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Houston, TX",,1985549,,,,,,,"Houston, TX",-95.3676974,29.7589382
,,"South Bend, IN",,1985550,,,,,,,"South Bend, IN",-86.2500066,41.6833813
,,"Albuquerque, NM",,1985551,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Atlanta, GA",,1985552,,,,,,,"Atlanta, GA",-84.3901849,33.7490987
,,"Houston, TX",,1985553,,,,,,,"Houston, TX",-95.3676974,29.7589382
,,"South Bend, IN",,1985554,,,,,,,"South Bend, IN",-86.2500066,41.6833813
,,"Albuquerque, NM",,1985555,,,,,,,"Albuquerque, NM",-106.6509851,35.0841034
,,"Hartford, CT",,1985556,,,,,,,"Hartford, CT",-72.6908547,41.764582
,,"Tulsa, OK",,1985557,,,,,,,"Tulsa, OK",-95.9929113,36.1556805
,,"Dayton, OH",,1985558,,,,,,,"Dayton, OH",-84.1916069,39.7589478
,,"Salt Lake City, UT",,1985559,,,,,,,"Salt Lake City, UT",-111.8867975,40.7596198
